bblid,scanid
91341,7237
91341,10185
91364,3493
91364,6997
91393,3703
91393,6770
91398,6865
91404,3651
91404,6817
91413,5481
91422,3372
91422,7256
91460,3432
91460,7210
91466,6730
91486,3489
91489,4756
91517,6608
91517,10173
91555,3634
91560,4075
91674,8127
91674,9309
91717,7870
91726,5719
91726,6874
91726,9216
91740,3397
91800,4375
91800,9230
91833,6597
91855,3883
91855,8201
91855,9395
91897,5196
91919,3497
91919,7262
91919,10044
91933,6153
91956,3567
91962,6749
91962,8406
91962,9200
92014,4377
92037,6035
92051,3490
92089,5916
92182,3373
92182,7079
92193,3643
92193,8326
92193,9597
92211,3683
92211,10027
92275,3711
92275,10233
92312,4030
92362,4489
92403,3902
92403,7871
92403,9344
92500,4540
92554,4043
92554,9881
92579,4253
92582,3502
92669,3613
92848,4150
92848,6953
92848,9396
92860,3371
92881,4678
92881,7775
92886,5762
92886,7852
92886,9303
92891,3670
92896,6987
92896,8222
92918,6762
92918,9294
92927,6872
92927,10201
92962,3725
92970,3895
92970,6838
93020,7037
93020,8462
93042,3523
93042,7227
93051,3918
93051,10033
93083,5554
93116,4031
93156,4596
93156,6824
93161,3663
93169,4053
93169,9971
93204,4944
93204,6898
93204,9177
93206,3648
93242,8160
93242,9596
93267,4824
93274,4069
93274,9153
93278,3456
93282,4380
93292,4945
93298,4512
93309,7439
93321,6878
93321,8139
93321,10188
93330,5681
93330,6960
93330,9433
93341,3635
93341,6847
93406,4795
93463,3430
93463,8271
93469,3633
93469,7345
93517,4478
93542,3473
93542,7189
93549,6901
93549,9648
93588,3702
93598,4250
93659,6986
93659,9103
93659,10238
93686,7404
93705,5419
93723,7574
93723,9624
93726,8471
93734,3616
93734,9821
93746,10005
93755,7444
93755,10276
93759,3598
93771,5884
93771,6877
93787,3615
93787,7236
93787,9555
93811,5811
93811,8362
93856,4009
93856,7373
93856,9364
93862,3682
93867,4371
93867,6952
93867,9679
93879,3618
93891,3664
93891,7018
93919,3739
93948,5346
93948,6902
93949,3727
93949,7377
93952,3756
93969,4541
94028,6645
94028,7886
94028,9217
94080,10260
94108,3759
94113,3792
94113,7264
94144,9427
94164,3865
94213,4907
94276,4005
94276,7168
94321,4768
94333,7445
94357,7443
94418,3894
94433,4676
94445,4487
94492,4608
94599,3904
94612,4173
94621,3903
94643,4220
94674,4271
94697,5751
94725,4139
94758,6432
94848,3638
94906,4010
95010,4488
95015,3709
95015,10214
95044,9397
95051,4545
95057,7266
95057,10006
95116,3998
95116,7005
95116,9749
95123,4201
95123,9107
95251,4038
95257,4284
95378,6150
95378,7083
95378,9232
95395,4982
95435,6101
95460,4278
95460,7272
95460,9380
95570,7705
95587,4193
95745,4332
95754,4989
95754,9843
95891,5946
95930,3600
95939,3668
95939,6961
95957,6115
95992,4449
95992,9439
95998,5261
96012,3934
96030,8419
96118,3500
96123,4127
96149,6254
96149,7874
96149,10271
96161,3973
96201,4343
96204,5023
96213,5748
96213,8000
96224,4817
96235,3898
96235,7013
96356,4943
96420,6239
96420,7725
96420,9527
96580,4685
96585,4639
96651,3681
96659,5512
96659,7601
96659,10229
96832,5015
96832,10017
96902,5150
96902,7837
96904,4708
97049,4373
97092,4331
97106,3960
97124,4245
97271,6221
97271,9115
97271,10208
97339,4252
97342,4897
97383,3957
97383,6967
97395,4414
97415,3793
97456,5226
97456,7820
97485,4996
97485,8352
97513,4558
97562,3825
97565,3583
97573,6397
97597,6844
97600,4279
97600,8274
97646,6875
97646,9796
97694,4637
97694,8319
97694,9430
97851,3912
97857,5193
97857,7545
97904,4686
97975,4125
97975,6978
97991,4443
97994,3846
97994,6954
97994,9694
98092,4277
98253,3675
98253,7346
98277,3569
98300,4219
98311,3738
98314,3637
98319,4567
98319,7696
98320,3614
98320,10261
98345,7483
98345,9401
98366,3966
98366,7234
98368,4048
98394,6578
98394,10001
98425,4710
98425,7473
98427,5411
98450,3599
98488,4212
98488,8180
98488,9607
98529,4101
98532,3708
98532,7402
98532,9382
98535,5222
98535,7498
98567,3710
98567,10182
98588,3830
98672,6665
98718,7466
98751,6649
98751,9218
98831,4624
98831,7946
98831,9889
98849,4688
98849,9841
98871,6246
98871,7840
98879,6159
98882,3910
98885,8423
98897,8159
98902,4114
98902,6963
98908,6739
98934,7381
98975,5119
98975,7433
98999,3933
98999,7321
98999,9198
99079,6476
99091,6043
99244,6085
99259,6277
99268,3950
99268,7374
99274,5676
99340,6495
99352,4967
99352,10004
99399,4620
99408,3815
99410,3726
99410,7033
99419,5597
99428,3700
99433,3701
99436,3649
99464,10003
99480,7551
99503,4103
99518,5184
99518,6964
99538,5887
99578,4462
99604,6454
99604,8249
99604,9432
99610,5425
99637,5761
99648,4137
99771,5505
99791,6572
99838,5925
99838,7862
99838,9629
99844,4223
99844,8428
99862,3972
99920,6191
99920,7885
99949,7887
99949,9368
99964,9964
99991,6217
100031,3818
100050,8309
100056,4008
100079,9886
100088,6853
100088,8463
100115,5070
100174,4370
100278,4296
100278,6977
100286,6459
100300,3794
100300,6985
100437,3800
100482,3954
100482,7331
100508,6430
100508,7793
100508,9265
100522,6611
100616,5802
100639,4368
100648,4591
100761,4581
100849,4811
100869,6612
100873,4766
100873,7534
100876,4409
100895,6152
100936,9613
100936,10232
100974,6822
100992,4704
101155,4248
101155,9894
101158,5763
101221,4265
101221,7056
101227,4845
101299,8289
101299,9542
101368,3804
101501,4007
101504,5189
101598,5412
101598,7044
101863,6247
102041,4288
102041,10010
102102,5415
102159,5997
102190,4079
102264,3824
102306,9663
102306,10264
102309,8252
102350,3699
102422,4063
102496,4242
102496,6984
102534,6711
102567,4042
102598,4947
102601,6148
102760,4117
102817,3802
102817,9680
102829,4677
102845,5273
102845,8308
102886,4983
102895,4454
102924,5455
102954,7572
102954,9540
102958,3952
102958,7203
102980,3899
102980,8401
103009,4934
103009,7548
103029,6252
103029,7611
103029,9350
103079,5847
103171,3922
103410,3799
103410,7334
103413,5057
103423,6280
103525,3816
103525,7370
103537,3757
103537,8313
103572,4067
103572,7229
103572,9647
103621,4155
103659,4032
103679,6458
103679,9653
103682,4691
103682,10300
103712,4595
103720,3884
103737,3964
103739,4859
103768,4499
103773,4022
103790,3758
103853,5279
103941,4269
103989,6499
104001,7383
104004,5560
104010,3821
104059,5723
104059,9162
104068,7426
104068,9928
104078,4808
104084,7947
104153,8166
104156,5795
104156,7513
104161,4104
104161,8371
104161,9581
104232,5020
104232,7523
104235,4102
104235,7085
104235,9838
104263,4095
104263,9892
104393,3971
104393,7311
104393,9595
104511,3919
104525,3858
104563,3956
104563,7007
104563,10258
104590,5794
104590,7184
104682,4019
104727,3863
104785,4156
104785,9887
104816,7621
104836,3924
104848,4021
104848,7451
104930,7412
104960,6570
104969,5789
104978,3820
104991,5229
105054,5745
105054,7816
105083,4378
105112,7315
105115,5940
105166,4111
105168,3881
105168,8408
105176,5077
105176,8158
105176,9212
105244,4697
105244,7854
105244,10282
105272,8238
105272,9304
105272,10186
105309,8243
105309,9535
105332,3852
105334,3826
105365,5750
105370,4066
105370,6955
105376,4049
105402,3951
105402,8232
105522,3855
105522,7263
105634,7507
105672,9431
105765,3861
105767,3817
105767,7117
105767,9233
105781,7869
105799,3953
105860,7503
105860,9306
105866,5332
105866,7838
105866,9444
105979,5588
105979,9932
106039,4266
106039,10011
106057,4338
106057,7955
106071,7265
106071,10248
106086,4073
106093,3822
106154,5224
106228,3736
106246,5720
106246,7502
106246,9608
106267,3916
106270,5319
106313,4638
106331,4045
106331,9935
106408,6457
106473,4650
106483,4152
106486,4153
106530,4899
106573,3906
106573,7506
106573,9197
106667,5992
106714,3928
106800,3911
106800,7554
106802,5416
106802,7084
106802,9164
106808,4281
106808,7952
106808,9308
106880,5237
106880,10227
106982,4001
106982,7825
107051,4908
107055,7434
107091,5902
107168,4064
107211,9741
107253,7703
107366,5591
107394,8138
107516,4570
107522,4906
107591,4559
107591,7708
107628,4160
107628,8110
107631,4397
107642,4270
107642,7096
107672,5841
107694,8003
107694,9312
107753,5981
107864,4695
107867,5948
107867,8278
107867,9274
107903,6577
107903,8006
107929,4222
108005,5230
108012,4054
108012,9384
108034,7603
108141,5796
108141,9470
108154,4844
108202,4040
108202,6979
108211,4578
108211,7733
108286,4293
108286,7097
108286,10215
108300,4065
108300,7254
108315,4158
108315,6999
108321,5835
108358,4151
108366,4952
108375,4172
108428,4209
108513,5322
108552,9650
108552,10221
108560,4682
108631,4011
108661,6069
108689,6613
108701,4215
108701,7071
108805,4004
108972,8283
108972,9325
109088,4280
109233,7368
109270,3967
109301,4254
109321,4076
109333,4113
109335,7401
109464,6606
109505,4070
109505,7853
109505,9161
109511,5078
109513,6276
109521,5120
109521,8314
109521,9250
109523,4465
109549,5660
109575,6216
109577,4937
109577,8140
109577,9341
109581,5559
109593,4194
109600,4264
109600,7008
109642,7549
109645,4571
109646,8354
109646,10230
109654,4548
109667,6255
109675,4216
109725,4902
109725,7016
109729,7905
109733,4372
109735,7546
109741,4396
109757,8272
109785,6293
109980,4203
109980,7526
110023,4579
110092,7654
110103,4214
110131,6474
110153,5263
110166,4202
110166,7525
110168,4767
110168,10172
110176,4804
110177,4572
110177,7039
110177,9472
110232,6640
110289,4932
110292,5235
110295,6158
110304,5381
110324,6223
110354,4241
110354,7206
110354,9582
110508,4843
110509,4399
110510,4402
110586,9719
110590,4353
110623,9674
110689,6027
110689,8212
110724,4612
110727,7413
110727,9566
110825,4330
110828,4573
110885,6215
110961,4617
110961,10187
110967,4295
111102,4444
111122,7631
111201,5977
111230,4640
111272,5791
111282,6790
111372,4287
111663,4511
111663,7205
111706,5999
111818,7499
111820,6249
111839,4941
111848,4361
111851,4362
111857,4852
111873,4479
112003,8311
112003,9125
112003,10183
112007,5945
112028,4546
112031,5185
112061,4614
112061,9104
112061,10270
112083,10236
112126,4533
112126,7032
112126,9323
112145,4729
112200,4696
112200,9791
112200,10259
112249,4735
112249,10299
112269,4339
112332,4438
112332,7089
112332,9664
112391,6188
112391,7606
112408,6541
112429,4636
112463,4352
112530,6261
112545,4418
112556,4575
112573,4653
112598,5161
112598,8403
112608,4415
112624,9435
112633,4611
112633,7573
112633,9794
112694,4576
112694,9510
112715,4577
112715,8273
112715,9276
112755,4543
112781,4770
112789,5756
112792,4776
112792,7544
112792,9551
112799,4500
112799,7875
112802,6401
112812,4807
112824,4949
112824,7633
112824,9961
112861,5158
113054,5027
113054,8135
113070,8190
113111,4469
113111,7031
113111,9137
113124,7630
113124,9410
113127,4732
113149,4416
113187,4647
113187,7533
113187,9247
113204,4646
113216,4506
113220,4505
113220,7634
113223,5639
113288,6240
113401,4826
113417,4839
113433,5139
113492,8457
113523,6533
113535,9842
113668,4775
113744,5850
113753,4680
113753,7382
113929,6697
114131,4560
114165,5149
114179,4781
114185,4730
114281,4866
114326,4582
114347,4930
114412,8416
114445,5625
114445,8142
114466,4898
114466,9884
114469,4466
114469,9865
114672,8464
114709,5056
114709,10197
114712,5197
114713,5800
114713,8346
114713,9944
114723,6756
114738,4738
114738,7055
114818,4413
114842,4825
114857,4641
114891,5501
114912,5470
114935,4516
114935,7452
114935,9342
114990,6848
115043,4706
115096,5259
115190,5107
115267,4810
115267,9179
115276,5012
115291,8128
115382,5474
115400,6553
115454,4868
115454,9720
115475,5378
115492,5657
115529,4655
115544,4929
115544,9617
115571,6759
115571,8276
115571,9399
115665,4734
115704,6598
115749,5561
115799,5435
115799,7148
115800,5436
115800,7149
115881,4939
115891,5393
115954,5394
115954,9604
115969,8302
115969,9728
115969,10220
115978,5179
116019,7298
116019,9476
116034,5434
116034,7552
116046,4794
116051,4855
116051,8320
116051,9475
116086,5744
116147,4946
116147,7063
116191,5385
116210,4997
116210,8082
116210,9280
116244,5024
116244,7901
116354,8412
116354,9489
116360,4998
116360,8083
116360,9275
116371,9786
116397,8177
116397,10277
116531,5270
116531,9605
116591,5722
116597,4965
116618,5274
116624,6664
116666,5241
116672,9492
116762,5086
116762,8251
116774,5028
116777,5152
116795,5073
116795,10199
116812,5061
116812,7087
116812,9662
116817,5060
116817,7088
116817,9682
116843,6574
116874,5325
116922,4886
116943,5679
116961,5914
117129,5267
117129,7209
117129,9469
117138,5062
117201,5243
117226,7296
117226,9448
117226,10234
117256,6617
117256,7954
117316,9635
117352,5085
117352,8282
117394,6258
117397,5109
117397,7423
117397,9261
117466,5277
117466,7872
117493,7476
117529,6873
117562,5472
117595,5482
117595,7904
117595,9324
117640,6366
117694,5514
117838,5382
117838,8244
117847,5336
117847,7140
117847,9622
117895,5195
117982,5473
117982,7073
117982,9557
118057,5323
118057,7167
118057,9688
118126,5730
118162,5266
118162,7440
118162,9795
118201,5072
118276,5264
118321,6112
118393,5225
118393,9933
118513,5409
118513,7058
118546,7369
118546,9462
118573,5199
118606,5749
118609,6392
118615,6564
118615,7267
118615,9375
118630,5630
118672,5244
118672,9419
118702,5552
118738,5177
118738,8316
118759,9447
118807,8351
118861,5191
118864,5010
118990,7292
119065,6601
119287,5039
119302,7999
119302,9893
119317,5260
119317,7882
119338,5413
119386,5009
119485,5122
119527,7335
119542,5556
119632,5223
119671,5484
119683,5146
119725,5716
119728,5148
119791,5079
119791,9755
119848,5718
119878,6385
119971,5064
119971,7052
120013,6361
120052,6364
120052,7639
120127,5231
120217,7996
120220,5275
120292,6192
120364,5605
120403,5153
120403,7504
120514,5912
120514,7656
120514,9552
120562,5693
120562,8203
120562,9295
120613,5458
120646,5188
120684,8247
120695,5337
120730,5569
120808,7422
120808,9301
120818,6757
120832,5426
120873,5333
120902,5233
120902,6989
120922,5389
120922,8317
120925,5227
120925,7492
120940,5234
120951,6194
120976,5753
120976,7509
120976,10226
120997,5549
121000,5755
121000,7776
121000,9310
121001,5410
121001,8084
121001,9150
121011,6682
121011,8183
121017,5465
121035,5631
121042,6000
121042,7638
121050,6127
121050,7704
121050,9340
121085,5537
121085,7602
121085,9343
121099,5507
121100,6431
121120,5118
121407,5462
121407,8093
121407,9180
121449,5428
121455,9823
121458,5276
121458,7795
121461,5510
121461,7761
121518,4980
121518,7425
121566,5366
121566,9588
121587,8231
121605,5608
121654,5075
121670,5186
121670,7421
121677,5468
122091,7283
122124,5632
122277,5641
122277,7860
122325,5320
122340,6803
122352,5192
122430,7289
122433,7375
122437,5178
122438,6387
122451,5395
122508,5496
122508,8175
122508,9537
122522,5154
122522,9446
122528,5987
122528,9788
122579,5886
122669,6332
122732,5295
122732,8165
122801,7465
122801,9471
122861,5793
122879,5878
122879,9589
122895,8449
122895,9612
122896,6464
122910,5183
122910,6965
122911,5550
122911,9113
122913,5344
122913,7022
122916,6311
122916,8096
122916,9561
124926,5883
124926,7798
124926,9633
124947,5941
124992,8221
124992,9328
125073,7553
125073,9525
125106,5457
125133,6073
125151,5504
125181,5557
125184,5589
125187,5801
125187,9733
125217,5683
125220,6784
125220,7789
125220,9234
125226,5846
125226,9784
125235,6126
125250,5345
125250,7635
125280,5515
125292,5391
125316,6536
125352,6355
125454,5469
125454,7839
125493,7736
125498,5475
125503,8257
125504,5806
125505,6017
125506,6370
125506,8303
125508,5516
125508,7512
125511,5572
125511,9740
125521,5836
125524,5293
125535,7484
125535,9554
125554,5571
125554,7750
125554,9826
125556,5956
125557,5340
125558,5480
126146,6201
126176,5980
126176,9482
126203,5677
126203,7718
126230,5483
126230,8246
126236,5495
126293,5596
126293,7146
126293,9541
126311,5538
126344,6535
126365,5606
126389,5642
126389,7179
126395,5494
126395,8106
126395,9494
126488,7287
126503,5678
126516,5759
126532,6580
126532,8363
126532,9683
126554,5464
126555,8290
126627,6389
126672,5788
126681,6435
126681,8208
126681,9415
126741,5882
126786,6296
126834,6256
126837,5544
126852,5592
126852,7019
126852,9488
126903,5511
126903,7888
126903,9570
126906,5686
126930,5673
126960,5954
127008,6680
127008,8191
127008,10309
127011,5812
127011,7609
127029,6120
127029,7791
127029,9987
127035,5590
127082,5551
127082,7017
127082,9345
127091,6740
127104,6609
127104,8269
127128,5545
127128,7441
127128,9463
127179,5876
127236,5682
127236,7165
127236,9532
127305,6526
127305,9973
127350,5680
127386,5658
127417,5546
127417,7921
127417,9511
127449,5508
127453,5911
127453,7505
127453,9414
127527,5845
127542,6026
127542,7751
127542,10037
127611,5908
127641,5947
127668,6018
127725,5986
127725,7689
127731,5949
127806,6329
127806,7818
127854,6029
127884,6118
127959,8365
127977,6102
128079,5919
128154,6172
128208,5849
128208,7475
128307,5955
128475,5913
128508,6470
128517,6141
128613,6488
128691,6349
128727,8425
128913,8435
129191,8469
129215,6123
129223,8443
129237,8394
129272,5848
129336,6275
129354,6202
129354,7890
129411,6193
129411,10002
129429,8219
129429,9531
129486,6638
129525,5978
129552,6487
129552,8395
129591,6072
129600,6149
129720,6465
129741,5855
129839,6022
129839,8239
129839,9273
129886,5910
129886,8213
129914,6468
129926,6189
129926,10022
129965,6358
129965,7688
130001,9839
130034,5873
130067,5989
130088,5982
130106,8101
130121,6151
130121,8092
130121,9474
130151,6507
130154,6335
130154,7868
130178,5957
130178,8414
130199,6327
130199,7883
130199,9564
130211,6070
130211,7690
130211,9383
130250,6530
130250,9813
130332,5983
130332,9840
130346,6805
130346,9739
130411,6068
130438,8327
130480,6154
130687,6083
130687,9625
130687,10218
130693,6119
130858,5985
130859,5984
130861,6024
130861,7823
130863,6469
130863,7797
130881,6155
130881,7833
130896,6506
130896,7659
130896,9248
130908,6417
130908,9618
131010,6041
131082,6190
131085,6284
131172,6103
131220,6173
131220,7902
131224,8167
131224,9609
131224,10200
131251,5874
131405,6429
131405,9681
131444,6544
131447,6391
131474,6460
131534,6529
131543,7660
131552,6200
131561,8256
131603,6639
131622,6025
131622,7824
131635,6116
131651,6415
131657,6242
131657,7662
131666,6637
131666,9124
131702,6066
131729,6129
131729,8284
131747,8108
131747,9445
131798,6251
131798,7707
131810,6497
131810,8452
131819,6182
131837,6540
131867,6075
131867,9626
131927,6702
131993,6294
132059,6241
132083,6433
132083,7692
132086,6610
132097,6186
132097,8162
132130,6260
132179,6323
132179,8318
132179,9214
132209,6351
132224,6324
132224,7648
132224,9381
132296,6489
132431,6473
132470,6393
132554,6353
132560,6360
132566,6439
132566,9936
132605,6402
132641,6388
132641,8237
132641,9181
132657,6414
132657,7723
132657,9631
132658,6352
132782,6498
132785,6698
132788,6357
132905,6285
132995,6338
132995,8474
133007,6259
133007,7622
133007,9231
133079,9965
133145,6579
133220,6694
133220,10319
133228,6354
133240,6677
133240,8285
134881,9684
135130,8329
135217,9689
135484,9627
135701,9644
138788,8347
138788,9478
138923,8287
138929,8430
138986,8397
139181,8470
139272,10040
139430,8404
139469,8450
139538,8402
139553,9822
97092,10213
81407,7819
82066,9547
82217,3309
82914,8225
84103,8409
84321,2923
84356,3611
84814,2826
85083,9669
85412,3308
85547,3234
86921,7813
87135,9407
87282,3122
88395,3314
88568,3464
88568,8405
89288,3796
89377,6721
89502,4376
89816,3434
89878,3741
90060,4592
90732,6962
90744,3408
90877,9480
91341,3474
91469,3578
91723,3409
92043,3581
92043,6882
92043,9201
92155,9573
93242,5388
93274,7706
93275,3713
93726,3692
93808,3586
94144,3755
94324,3923
94480,7501
94572,4046
94815,4041
94848,9937
95044,6157
95057,4119
95075,4072
95387,4094
95558,4861
95570,4812
95624,3529
95754,7474
95865,6505
95939,9490
96083,6002
96343,4138
96574,6086
96591,5595
96602,4988
97485,9279
97667,3856
97767,4400
98314,9938
98339,4211
98339,9785
98422,5803
98555,3965
98585,4905
98585,9500
99032,9670
99416,5160
100278,9491
100401,4159
100783,3805
101098,4445
101098,7313
101322,5038
101327,3827
101754,4815
101757,4006
102102,9481
102141,8373
102467,3845
103541,7442
103541,9307
104001,9461
104019,4168
104059,7834
104207,7855
105033,3829
105099,5420
105215,4244
105370,9548
105525,3730
105672,3853
106006,4081
106530,8337
106717,3927
106782,4003
106919,5907
107060,4195
107591,9176
108302,5026
108334,6421
108372,6250
108748,4441
108952,4745
109083,4476
109222,6362
109502,4853
109647,6028
109649,4039
109731,4047
109732,4118
109732,9790
109853,4744
109914,4594
110214,5871
110261,4285
110295,9734
110511,4401
110586,6183
111001,6076
111884,4854
111901,4398
112083,5799
112624,4417
112904,4757
113340,6650
113340,7884
113551,4453
113932,4818
114004,5187
114069,5918
114084,4885
114117,5387
114194,8341
114436,4733
114545,6575
114616,4615
114785,4981
114790,4566
