%MODALITY%_glasser_%MEASURE%_Right_V1
%MODALITY%_glasser_%MEASURE%_Right_44
%MODALITY%_glasser_%MEASURE%_Right_45
%MODALITY%_glasser_%MEASURE%_Right_47l
%MODALITY%_glasser_%MEASURE%_Right_a47r
%MODALITY%_glasser_%MEASURE%_Right_6r
%MODALITY%_glasser_%MEASURE%_Right_IFJa
%MODALITY%_glasser_%MEASURE%_Right_IFJp
%MODALITY%_glasser_%MEASURE%_Right_IFSp
%MODALITY%_glasser_%MEASURE%_Right_IFSa
%MODALITY%_glasser_%MEASURE%_Right_p9-46v
%MODALITY%_glasser_%MEASURE%_Right_46
%MODALITY%_glasser_%MEASURE%_Right_a9-46v
%MODALITY%_glasser_%MEASURE%_Right_9-46d
%MODALITY%_glasser_%MEASURE%_Right_9a
%MODALITY%_glasser_%MEASURE%_Right_10v
%MODALITY%_glasser_%MEASURE%_Right_a10p
%MODALITY%_glasser_%MEASURE%_Right_10pp
%MODALITY%_glasser_%MEASURE%_Right_11l
%MODALITY%_glasser_%MEASURE%_Right_13l
%MODALITY%_glasser_%MEASURE%_Right_OFC
%MODALITY%_glasser_%MEASURE%_Right_47s
%MODALITY%_glasser_%MEASURE%_Right_LIPd
%MODALITY%_glasser_%MEASURE%_Right_6a
%MODALITY%_glasser_%MEASURE%_Right_i6-8
%MODALITY%_glasser_%MEASURE%_Right_s6-8
%MODALITY%_glasser_%MEASURE%_Right_43
%MODALITY%_glasser_%MEASURE%_Right_OP4
%MODALITY%_glasser_%MEASURE%_Right_OP1
%MODALITY%_glasser_%MEASURE%_Right_OP2-3
%MODALITY%_glasser_%MEASURE%_Right_52
%MODALITY%_glasser_%MEASURE%_Right_RI
%MODALITY%_glasser_%MEASURE%_Right_PFcm
%MODALITY%_glasser_%MEASURE%_Right_PoI2
%MODALITY%_glasser_%MEASURE%_Right_TA2
%MODALITY%_glasser_%MEASURE%_Right_FOP4
%MODALITY%_glasser_%MEASURE%_Right_MI
%MODALITY%_glasser_%MEASURE%_Right_Pir
%MODALITY%_glasser_%MEASURE%_Right_AVI
%MODALITY%_glasser_%MEASURE%_Right_AAIC
%MODALITY%_glasser_%MEASURE%_Right_FOP1
%MODALITY%_glasser_%MEASURE%_Right_FOP3
%MODALITY%_glasser_%MEASURE%_Right_FOP2
%MODALITY%_glasser_%MEASURE%_Right_PFt
%MODALITY%_glasser_%MEASURE%_Right_AIP
%MODALITY%_glasser_%MEASURE%_Right_EC
%MODALITY%_glasser_%MEASURE%_Right_PreS
%MODALITY%_glasser_%MEASURE%_Right_H
%MODALITY%_glasser_%MEASURE%_Right_ProS
%MODALITY%_glasser_%MEASURE%_Right_PeEc
%MODALITY%_glasser_%MEASURE%_Right_STGa
%MODALITY%_glasser_%MEASURE%_Right_PBelt
%MODALITY%_glasser_%MEASURE%_Right_A5
%MODALITY%_glasser_%MEASURE%_Right_PHA1
%MODALITY%_glasser_%MEASURE%_Right_PHA3
%MODALITY%_glasser_%MEASURE%_Right_STSda
%MODALITY%_glasser_%MEASURE%_Right_STSdp
%MODALITY%_glasser_%MEASURE%_Right_STSvp
%MODALITY%_glasser_%MEASURE%_Right_TGd
%MODALITY%_glasser_%MEASURE%_Right_TE1a
%MODALITY%_glasser_%MEASURE%_Right_TE1p
%MODALITY%_glasser_%MEASURE%_Right_TE2a
%MODALITY%_glasser_%MEASURE%_Right_TF
%MODALITY%_glasser_%MEASURE%_Right_TE2p
%MODALITY%_glasser_%MEASURE%_Right_PHT
%MODALITY%_glasser_%MEASURE%_Right_PH
%MODALITY%_glasser_%MEASURE%_Right_TPOJ1
%MODALITY%_glasser_%MEASURE%_Right_TPOJ2
%MODALITY%_glasser_%MEASURE%_Right_TPOJ3
%MODALITY%_glasser_%MEASURE%_Right_DVT
%MODALITY%_glasser_%MEASURE%_Right_PGp
%MODALITY%_glasser_%MEASURE%_Right_IP2
%MODALITY%_glasser_%MEASURE%_Right_IP1
%MODALITY%_glasser_%MEASURE%_Right_IP0
%MODALITY%_glasser_%MEASURE%_Right_PFop
%MODALITY%_glasser_%MEASURE%_Right_PF
%MODALITY%_glasser_%MEASURE%_Right_PFm
%MODALITY%_glasser_%MEASURE%_Right_PGi
%MODALITY%_glasser_%MEASURE%_Right_PGs
%MODALITY%_glasser_%MEASURE%_Right_V6A
%MODALITY%_glasser_%MEASURE%_Right_VMV1
%MODALITY%_glasser_%MEASURE%_Right_VMV3
%MODALITY%_glasser_%MEASURE%_Right_PHA2
%MODALITY%_glasser_%MEASURE%_Right_V4t
%MODALITY%_glasser_%MEASURE%_Right_FST
%MODALITY%_glasser_%MEASURE%_Right_V3CD
%MODALITY%_glasser_%MEASURE%_Right_LO3
%MODALITY%_glasser_%MEASURE%_Right_VMV2
%MODALITY%_glasser_%MEASURE%_Right_31pd
%MODALITY%_glasser_%MEASURE%_Right_31a
%MODALITY%_glasser_%MEASURE%_Right_VVC
%MODALITY%_glasser_%MEASURE%_Right_25
%MODALITY%_glasser_%MEASURE%_Right_s32
%MODALITY%_glasser_%MEASURE%_Right_pOFC
%MODALITY%_glasser_%MEASURE%_Right_PoI1
%MODALITY%_glasser_%MEASURE%_Right_Ig
%MODALITY%_glasser_%MEASURE%_Right_FOP5
%MODALITY%_glasser_%MEASURE%_Right_p10p
%MODALITY%_glasser_%MEASURE%_Right_p47r
%MODALITY%_glasser_%MEASURE%_Right_TGv
%MODALITY%_glasser_%MEASURE%_Right_MBelt
%MODALITY%_glasser_%MEASURE%_Right_LBelt
%MODALITY%_glasser_%MEASURE%_Right_A4
%MODALITY%_glasser_%MEASURE%_Right_STSva
%MODALITY%_glasser_%MEASURE%_Right_TE1m
%MODALITY%_glasser_%MEASURE%_Right_PI
%MODALITY%_glasser_%MEASURE%_Right_a32pr
%MODALITY%_glasser_%MEASURE%_Right_p24
%MODALITY%_glasser_%MEASURE%_Left_V1
%MODALITY%_glasser_%MEASURE%_Left_MST
%MODALITY%_glasser_%MEASURE%_Left_V6
%MODALITY%_glasser_%MEASURE%_Left_V2
%MODALITY%_glasser_%MEASURE%_Left_V3
%MODALITY%_glasser_%MEASURE%_Left_V4
%MODALITY%_glasser_%MEASURE%_Left_V8
%MODALITY%_glasser_%MEASURE%_Left_4
%MODALITY%_glasser_%MEASURE%_Left_3b
%MODALITY%_glasser_%MEASURE%_Left_FEF
%MODALITY%_glasser_%MEASURE%_Left_PEF
%MODALITY%_glasser_%MEASURE%_Left_55b
%MODALITY%_glasser_%MEASURE%_Left_V3A
%MODALITY%_glasser_%MEASURE%_Left_RSC
%MODALITY%_glasser_%MEASURE%_Left_POS2
%MODALITY%_glasser_%MEASURE%_Left_V7
%MODALITY%_glasser_%MEASURE%_Left_IPS1
%MODALITY%_glasser_%MEASURE%_Left_FFC
%MODALITY%_glasser_%MEASURE%_Left_V3B
%MODALITY%_glasser_%MEASURE%_Left_LO1
%MODALITY%_glasser_%MEASURE%_Left_LO2
%MODALITY%_glasser_%MEASURE%_Left_PIT
%MODALITY%_glasser_%MEASURE%_Left_MT
%MODALITY%_glasser_%MEASURE%_Left_A1
%MODALITY%_glasser_%MEASURE%_Left_PSL
%MODALITY%_glasser_%MEASURE%_Left_SFL
%MODALITY%_glasser_%MEASURE%_Left_PCV
%MODALITY%_glasser_%MEASURE%_Left_STV
%MODALITY%_glasser_%MEASURE%_Left_7Pm
%MODALITY%_glasser_%MEASURE%_Left_7m
%MODALITY%_glasser_%MEASURE%_Left_POS1
%MODALITY%_glasser_%MEASURE%_Left_23d
%MODALITY%_glasser_%MEASURE%_Left_v23ab
%MODALITY%_glasser_%MEASURE%_Left_d23ab
%MODALITY%_glasser_%MEASURE%_Left_31pv
%MODALITY%_glasser_%MEASURE%_Left_5m
%MODALITY%_glasser_%MEASURE%_Left_5mv
%MODALITY%_glasser_%MEASURE%_Left_23c
%MODALITY%_glasser_%MEASURE%_Left_5L
%MODALITY%_glasser_%MEASURE%_Left_24dd
%MODALITY%_glasser_%MEASURE%_Left_24dv
%MODALITY%_glasser_%MEASURE%_Left_7AL
%MODALITY%_glasser_%MEASURE%_Left_SCEF
%MODALITY%_glasser_%MEASURE%_Left_6ma
%MODALITY%_glasser_%MEASURE%_Left_7Am
%MODALITY%_glasser_%MEASURE%_Left_7PL
%MODALITY%_glasser_%MEASURE%_Left_7PC
%MODALITY%_glasser_%MEASURE%_Left_LIPv
%MODALITY%_glasser_%MEASURE%_Left_VIP
%MODALITY%_glasser_%MEASURE%_Left_MIP
%MODALITY%_glasser_%MEASURE%_Left_1
%MODALITY%_glasser_%MEASURE%_Left_2
%MODALITY%_glasser_%MEASURE%_Left_3a
%MODALITY%_glasser_%MEASURE%_Left_6d
%MODALITY%_glasser_%MEASURE%_Left_6mp
%MODALITY%_glasser_%MEASURE%_Left_6v
%MODALITY%_glasser_%MEASURE%_Left_p24pr
%MODALITY%_glasser_%MEASURE%_Left_33pr
%MODALITY%_glasser_%MEASURE%_Left_a24pr
%MODALITY%_glasser_%MEASURE%_Left_p32pr
%MODALITY%_glasser_%MEASURE%_Left_a24
%MODALITY%_glasser_%MEASURE%_Left_d32
%MODALITY%_glasser_%MEASURE%_Left_8BM
%MODALITY%_glasser_%MEASURE%_Left_p32
%MODALITY%_glasser_%MEASURE%_Left_10r
%MODALITY%_glasser_%MEASURE%_Left_47m
%MODALITY%_glasser_%MEASURE%_Left_8Av
%MODALITY%_glasser_%MEASURE%_Left_8Ad
%MODALITY%_glasser_%MEASURE%_Left_9m
%MODALITY%_glasser_%MEASURE%_Left_8BL
%MODALITY%_glasser_%MEASURE%_Left_9p
%MODALITY%_glasser_%MEASURE%_Left_10d
%MODALITY%_glasser_%MEASURE%_Left_8C
%MODALITY%_glasser_%MEASURE%_Left_44
%MODALITY%_glasser_%MEASURE%_Left_45
%MODALITY%_glasser_%MEASURE%_Left_47l
%MODALITY%_glasser_%MEASURE%_Left_a47r
%MODALITY%_glasser_%MEASURE%_Left_6r
%MODALITY%_glasser_%MEASURE%_Left_IFJa
%MODALITY%_glasser_%MEASURE%_Left_IFJp
%MODALITY%_glasser_%MEASURE%_Left_IFSp
%MODALITY%_glasser_%MEASURE%_Left_IFSa
%MODALITY%_glasser_%MEASURE%_Left_p9-46v
%MODALITY%_glasser_%MEASURE%_Left_46
%MODALITY%_glasser_%MEASURE%_Left_a9-46v
%MODALITY%_glasser_%MEASURE%_Left_9-46d
%MODALITY%_glasser_%MEASURE%_Left_9a
%MODALITY%_glasser_%MEASURE%_Left_10v
%MODALITY%_glasser_%MEASURE%_Left_a10p
%MODALITY%_glasser_%MEASURE%_Left_10pp
%MODALITY%_glasser_%MEASURE%_Left_11l
%MODALITY%_glasser_%MEASURE%_Left_13l
%MODALITY%_glasser_%MEASURE%_Left_OFC
%MODALITY%_glasser_%MEASURE%_Left_47s
%MODALITY%_glasser_%MEASURE%_Left_LIPd
%MODALITY%_glasser_%MEASURE%_Left_6a
%MODALITY%_glasser_%MEASURE%_Left_i6-8
%MODALITY%_glasser_%MEASURE%_Left_s6-8
%MODALITY%_glasser_%MEASURE%_Left_43
%MODALITY%_glasser_%MEASURE%_Left_OP4
%MODALITY%_glasser_%MEASURE%_Left_OP1
%MODALITY%_glasser_%MEASURE%_Left_OP2-3
%MODALITY%_glasser_%MEASURE%_Left_52
%MODALITY%_glasser_%MEASURE%_Left_RI
%MODALITY%_glasser_%MEASURE%_Left_PFcm
%MODALITY%_glasser_%MEASURE%_Left_PoI2
%MODALITY%_glasser_%MEASURE%_Left_TA2
%MODALITY%_glasser_%MEASURE%_Left_FOP4
%MODALITY%_glasser_%MEASURE%_Left_MI
%MODALITY%_glasser_%MEASURE%_Left_Pir
%MODALITY%_glasser_%MEASURE%_Left_AVI
%MODALITY%_glasser_%MEASURE%_Left_AAIC
%MODALITY%_glasser_%MEASURE%_Left_FOP1
%MODALITY%_glasser_%MEASURE%_Left_FOP3
%MODALITY%_glasser_%MEASURE%_Left_FOP2
%MODALITY%_glasser_%MEASURE%_Left_PFt
%MODALITY%_glasser_%MEASURE%_Left_AIP
%MODALITY%_glasser_%MEASURE%_Left_EC
%MODALITY%_glasser_%MEASURE%_Left_PreS
%MODALITY%_glasser_%MEASURE%_Left_H
%MODALITY%_glasser_%MEASURE%_Left_ProS
%MODALITY%_glasser_%MEASURE%_Left_PeEc
%MODALITY%_glasser_%MEASURE%_Left_STGa
%MODALITY%_glasser_%MEASURE%_Left_PBelt
%MODALITY%_glasser_%MEASURE%_Left_A5
%MODALITY%_glasser_%MEASURE%_Left_PHA1
%MODALITY%_glasser_%MEASURE%_Left_PHA3
%MODALITY%_glasser_%MEASURE%_Left_STSda
%MODALITY%_glasser_%MEASURE%_Left_STSdp
%MODALITY%_glasser_%MEASURE%_Left_STSvp
%MODALITY%_glasser_%MEASURE%_Left_TGd
%MODALITY%_glasser_%MEASURE%_Left_TE1a
%MODALITY%_glasser_%MEASURE%_Left_TE1p
%MODALITY%_glasser_%MEASURE%_Left_TE2a
%MODALITY%_glasser_%MEASURE%_Left_TF
%MODALITY%_glasser_%MEASURE%_Left_TE2p
%MODALITY%_glasser_%MEASURE%_Left_PHT
%MODALITY%_glasser_%MEASURE%_Left_PH
%MODALITY%_glasser_%MEASURE%_Left_TPOJ1
%MODALITY%_glasser_%MEASURE%_Left_TPOJ2
%MODALITY%_glasser_%MEASURE%_Left_TPOJ3
%MODALITY%_glasser_%MEASURE%_Left_DVT
%MODALITY%_glasser_%MEASURE%_Left_PGp
%MODALITY%_glasser_%MEASURE%_Left_IP2
%MODALITY%_glasser_%MEASURE%_Left_IP1
%MODALITY%_glasser_%MEASURE%_Left_IP0
%MODALITY%_glasser_%MEASURE%_Left_PFop
%MODALITY%_glasser_%MEASURE%_Left_PF
%MODALITY%_glasser_%MEASURE%_Left_PFm
%MODALITY%_glasser_%MEASURE%_Left_PGi
%MODALITY%_glasser_%MEASURE%_Left_PGs
%MODALITY%_glasser_%MEASURE%_Left_V6A
%MODALITY%_glasser_%MEASURE%_Left_VMV1
%MODALITY%_glasser_%MEASURE%_Left_VMV3
%MODALITY%_glasser_%MEASURE%_Left_PHA2
%MODALITY%_glasser_%MEASURE%_Left_V4t
%MODALITY%_glasser_%MEASURE%_Left_FST
%MODALITY%_glasser_%MEASURE%_Left_V3CD
%MODALITY%_glasser_%MEASURE%_Left_LO3
%MODALITY%_glasser_%MEASURE%_Left_VMV2
%MODALITY%_glasser_%MEASURE%_Left_31pd
%MODALITY%_glasser_%MEASURE%_Left_31a
%MODALITY%_glasser_%MEASURE%_Left_VVC
%MODALITY%_glasser_%MEASURE%_Left_25
%MODALITY%_glasser_%MEASURE%_Left_s32
%MODALITY%_glasser_%MEASURE%_Left_pOFC
%MODALITY%_glasser_%MEASURE%_Left_PoI1
%MODALITY%_glasser_%MEASURE%_Left_Ig
%MODALITY%_glasser_%MEASURE%_Left_FOP5
%MODALITY%_glasser_%MEASURE%_Left_p10p
%MODALITY%_glasser_%MEASURE%_Left_p47r
%MODALITY%_glasser_%MEASURE%_Left_TGv
%MODALITY%_glasser_%MEASURE%_Left_MBelt
%MODALITY%_glasser_%MEASURE%_Left_LBelt
%MODALITY%_glasser_%MEASURE%_Left_A4
%MODALITY%_glasser_%MEASURE%_Left_STSva
%MODALITY%_glasser_%MEASURE%_Left_TE1m
%MODALITY%_glasser_%MEASURE%_Left_PI
%MODALITY%_glasser_%MEASURE%_Left_a32pr
%MODALITY%_glasser_%MEASURE%_Left_p24
